"id"	"abnormal"	"var_1"	"var_2"	"var_3"	"var_4"	"var_5"	"var_6"	"var_7"	"var_8"
2056	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2057	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2058	"no"	0	0	1	"full"	0	"mid"	"low"	"mid"
2059	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2060	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2061	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2062	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2063	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2064	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2065	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2066	"no"	0	0	1	"full"	0	"mid"	"low"	"mid"
2067	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2068	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2069	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2070	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2071	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2072	"no"	0	0	1	"full"	0	"mid"	"low"	"mid"
2073	"no"	0	0	1	"empty"	0	"mid"	"low"	"mid"
2074	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2075	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2076	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2077	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2078	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2079	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2080	"no"	0	0	1	"full"	0	"low"	"low"	"mid"
2081	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2082	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2083	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2084	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2085	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2086	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2087	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2088	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2089	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2090	"no"	0	0	0	"empty"	1	"low"	"low"	"low"
2091	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2092	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2093	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2094	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2095	"no"	0	0	1	"partial"	0	"low"	"low"	"mid"
2096	"no"	0	0	1	"full"	1	"mid"	"low"	"low"
2097	"no"	0	0	1	"full"	0	"mid"	"low"	"mid"
2098	"no"	0	0	0	"full"	0	"mid"	"low"	"mid"
2099	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2100	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2101	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2102	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2103	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2104	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2105	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2106	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2107	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2108	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2109	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2110	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2111	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2112	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2113	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2114	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2115	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2116	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2117	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2118	"no"	0	0	0	"empty"	0	"mid"	"low"	"low"
2119	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2120	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2121	"no"	0	0	0	"full"	0	"mid"	"low"	"mid"
2122	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2123	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2124	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2125	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2126	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2127	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2128	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2129	"no"	0	0	0	"partial"	0	"mid"	"low"	"mid"
2130	"no"	0	0	1	"full"	0	"low"	"low"	"low"
2131	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2132	"no"	0	0	1	"partial"	0	"low"	"low"	"mid"
2133	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2134	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2135	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2136	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2137	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2138	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2139	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2140	"no"	0	0	1	"full"	0	"low"	"low"	"mid"
2141	"no"	0	0	1	"empty"	0	"mid"	"low"	"mid"
2142	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2143	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2144	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2145	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2146	"no"	0	0	0	"empty"	1	"low"	"low"	"low"
2147	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2148	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2149	"no"	0	0	1	"full"	0	"mid"	"low"	"low"
2150	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2151	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2152	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2153	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2154	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2155	"no"	0	0	0	"full"	0	"low"	"low"	"mid"
2156	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2157	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2158	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2159	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2160	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2161	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2162	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2163	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2164	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2165	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2166	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2167	"no"	0	0	0	"full"	0	"mid"	"low"	"mid"
2168	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2169	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2170	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2171	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2172	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2173	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2174	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2175	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2176	"no"	0	0	1	"partial"	1	"low"	"low"	"low"
2177	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2178	"no"	0	0	0	"empty"	0	"low"	"low"	"low"
2179	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2180	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2181	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2182	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2183	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2184	"no"	0	0	0	"empty"	0	"mid"	"low"	"low"
2185	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2186	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2187	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2188	"no"	0	0	1	"partial"	0	"mid"	"low"	"mid"
2189	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2190	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2191	"no"	1	0	1	"empty"	1	"mid"	"low"	"low"
2192	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2193	"no"	0	0	1	"empty"	0	"low"	"low"	"mid"
2194	"no"	0	0	0	"empty"	1	"low"	"low"	"low"
2195	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2196	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2197	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2198	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2199	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2200	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2201	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2202	"no"	0	0	1	"partial"	0	"low"	"low"	"mid"
2203	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2204	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2205	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2206	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2207	"no"	0	0	1	"full"	0	"mid"	"low"	"mid"
2208	"no"	0	0	1	"empty"	0	"mid"	"low"	"high"
2209	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2210	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2211	"no"	0	0	0	"partial"	1	"mid"	"low"	"low"
2212	"no"	0	0	1	"full"	0	"low"	"low"	"mid"
2213	"no"	0	0	1	"empty"	0	"mid"	"low"	"mid"
2214	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2215	"no"	0	0	0	"empty"	1	"low"	"low"	"low"
2216	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2217	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2218	"no"	0	0	0	"full"	0	"mid"	"low"	"mid"
2219	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2220	"no"	0	0	1	"partial"	0	"mid"	"low"	"mid"
2221	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2222	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2223	"no"	0	0	0	"full"	0	"mid"	"low"	"mid"
2224	"no"	0	0	1	"full"	0	"mid"	"low"	"mid"
2225	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2226	"no"	1	0	1	"empty"	0	"mid"	"low"	"low"
2227	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2228	"no"	0	0	0	"empty"	1	"low"	"low"	"low"
2229	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2230	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2231	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2232	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2233	"no"	0	0	1	"full"	0	"low"	"low"	"mid"
2234	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2235	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2236	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2237	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2238	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2239	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2240	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2241	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2242	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2243	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2244	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2245	"no"	0	0	1	"full"	0	"low"	"low"	"mid"
2246	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2247	"no"	0	0	0	"full"	0	"mid"	"low"	"mid"
2248	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2249	"no"	0	0	0	"full"	0	"mid"	"low"	"mid"
2250	"no"	0	0	1	"full"	0	"mid"	"low"	"mid"
2251	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2252	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2253	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2254	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2255	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2256	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2257	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2258	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2259	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2260	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2261	"no"	0	0	1	"empty"	0	"mid"	"low"	"high"
2262	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2263	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2264	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2265	"no"	0	0	0	"empty"	0	"mid"	"low"	"mid"
2266	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2267	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2268	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2269	"no"	1	0	1	"full"	0	"mid"	"low"	"mid"
2270	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2271	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2272	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2273	"no"	0	0	1	"partial"	0	"mid"	"low"	"mid"
2274	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2275	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2276	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2277	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2278	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2279	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2280	"no"	0	1	1	"empty"	1	"mid"	"low"	"low"
2281	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2282	"no"	0	0	1	"partial"	0	"low"	"low"	"mid"
2283	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2284	"no"	0	0	1	"full"	0	"mid"	"low"	"mid"
2285	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2286	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2287	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2288	"no"	0	0	1	"full"	0	"mid"	"low"	"mid"
2289	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2290	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2291	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2292	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2293	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2294	"no"	0	0	1	"empty"	1	"low"	"low"	"mid"
2295	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2296	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2297	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2298	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2299	"no"	0	0	0	"empty"	0	"mid"	"low"	"low"
2300	"no"	0	0	1	"partial"	0	"mid"	"low"	"mid"
2301	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2302	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2303	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2304	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2305	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2306	"no"	1	1	1	"full"	0	"mid"	"low"	"high"
2307	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2308	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2309	"no"	1	0	1	"partial"	0	"mid"	"low"	"high"
2310	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2311	"no"	0	0	0	"empty"	1	"low"	"low"	"low"
2312	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2313	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2314	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2315	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2316	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2317	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2318	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2319	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2320	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2321	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2322	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2323	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2324	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2325	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2326	"no"	0	0	0	"empty"	1	"low"	"low"	"low"
2327	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2328	"no"	0	0	1	"partial"	0	"mid"	"low"	"low"
2329	"no"	0	0	1	"full"	0	"low"	"low"	"mid"
2330	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2331	"no"	0	1	1	"empty"	1	"low"	"low"	"low"
2332	"no"	0	0	0	"empty"	1	"low"	"low"	"low"
2333	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2334	"no"	0	0	1	"partial"	0	"mid"	"low"	"mid"
2335	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2336	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2337	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2338	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2339	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2340	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2341	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2342	"no"	0	0	1	"full"	0	"low"	"low"	"mid"
2343	"no"	0	0	1	"full"	0	"low"	"low"	"mid"
2344	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2345	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2346	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2347	"no"	0	0	1	"full"	0	"mid"	"low"	"high"
2348	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2349	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2350	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2351	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2352	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2353	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2354	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2355	"no"	0	0	1	"full"	0	"low"	"low"	"mid"
2356	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2357	"no"	0	0	1	"empty"	1	"high"	"high"	"low"
2358	"no"	0	0	1	"full"	0	"low"	"low"	"mid"
2359	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2360	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2361	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2362	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2363	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2364	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2365	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2366	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2367	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2368	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2369	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2370	"no"	0	0	0	"empty"	0	"mid"	"low"	"mid"
2371	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2372	"no"	0	0	1	"empty"	0	"mid"	"low"	"mid"
2373	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2374	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2375	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2376	"no"	0	0	0	"empty"	1	"high"	"high"	"low"
2377	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2378	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2379	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2380	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2381	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2382	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2383	"no"	0	0	0	"partial"	0	"mid"	"low"	"high"
2384	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2385	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2386	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2387	"no"	0	0	1	"full"	0	"mid"	"low"	"high"
2388	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2389	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2390	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2391	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2392	"no"	0	0	1	"partial"	0	"low"	"low"	"high"
2393	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2394	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2395	"no"	0	0	1	"empty"	0	"low"	"low"	"mid"
2396	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2397	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2398	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2399	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2400	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2401	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2402	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2403	"no"	0	0	0	"partial"	0	"high"	"high"	"mid"
2404	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2405	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2406	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2407	"no"	1	0	1	"full"	0	"mid"	"low"	"high"
2408	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2409	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2410	"no"	0	0	1	"partial"	0	"mid"	"low"	"mid"
2411	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2412	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2413	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2414	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2415	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2416	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2417	"no"	0	0	1	"full"	0	"mid"	"low"	"mid"
2418	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2419	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2420	"no"	0	0	0	"empty"	0	"mid"	"low"	"low"
2421	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2422	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2423	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2424	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2425	"no"	0	0	0	"empty"	0	"low"	"low"	"low"
2426	"no"	0	0	0	"empty"	0	"mid"	"low"	"low"
2427	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2428	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2429	"no"	0	0	1	"empty"	0	"low"	"low"	"mid"
2430	"no"	1	0	1	"empty"	0	"low"	"low"	"mid"
2431	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2432	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2433	"no"	1	0	1	"empty"	0	"mid"	"low"	"mid"
2434	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2435	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2436	"no"	0	0	0	"full"	0	"mid"	"low"	"mid"
2437	"no"	0	0	0	"empty"	0	"mid"	"low"	"low"
2438	"no"	0	0	0	"empty"	1	"mid"	"low"	"low"
2439	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2440	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2441	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2442	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2443	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2444	"no"	0	0	1	"empty"	0	"low"	"low"	"mid"
2445	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2446	"no"	0	0	0	"empty"	0	"mid"	"low"	"low"
2447	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2448	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2449	"no"	0	0	1	"empty"	0	"mid"	"low"	"mid"
2450	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2451	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2452	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2453	"no"	0	0	1	"full"	0	"low"	"low"	"mid"
2454	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2455	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2456	"no"	0	0	1	"empty"	0	"mid"	"low"	"mid"
2457	"no"	0	0	0	"empty"	0	"mid"	"low"	"low"
2458	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2459	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2460	"no"	0	0	1	"empty"	0	"low"	"low"	"high"
2461	"no"	1	0	1	"empty"	0	"mid"	"low"	"mid"
2462	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2463	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2464	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2465	"no"	0	0	1	"partial"	0	"mid"	"low"	"mid"
2466	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2467	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2468	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2469	"no"	0	0	1	"partial"	0	"low"	"low"	"mid"
2470	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2471	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2472	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2473	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2474	"no"	0	0	1	"empty"	0	"low"	"low"	"low"
2475	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2476	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2477	"no"	0	0	1	"empty"	1	"mid"	"low"	"low"
2478	"no"	0	0	1	"partial"	0	"low"	"low"	"mid"
2479	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
2480	"no"	0	0	1	"empty"	0	"mid"	"low"	"mid"
2481	"no"	0	0	1	"empty"	0	"mid"	"low"	"low"
2482	"no"	0	0	1	"empty"	1	"low"	"low"	"low"
